received_time, altitude, lat, lon, alt
1689838366467445222, , 460684082, 112274129, 468780
1689838366653949411, 1.1137923002243042, , , 
1689838367894431439, , 460684084, 112274131, 468812
1689838368090739948, 1.1055575609207153, , , 
1689838369330711631, , 460684086, 112274131, 468837
1689838369527414571, 1.110983967781067, , , 
1689838370759684625, , 460684088, 112274129, 468865
1689838370966218445, 1.109781265258789, , , 
1689838372197560399, , 460684088, 112274128, 468848
1689838372384517550, 1.1178463697433472, , , 
1689838373626663034, , 460684088, 112274123, 468870
1689838373833198293, 1.1200597286224365, , , 
1689838375065652470, , 460684088, 112274119, 468890
1689838375265011686, 1.1609110832214355, , , 
1689838377652711653, , 460684082, 112274108, 468875
1689838377858643274, 1.1680011749267578, , , 
1689838380266654535, , 460684077, 112274092, 468804
1689838380442536655, 1.1456023454666138, , , 
1689838382849259022, , 460684081, 112274086, 468862
1689838383044195585, 1.1914665699005127, , , 
1689838385453294875, , 460684087, 112274089, 468930
1689838385638282778, 1.2369601726531982, , , 
1689838388040064125, , 460684096, 112274087, 469127
1689838388237420710, 1.2129496335983276, , , 
1689838390636050387, , 460684111, 112274082, 469369
1689838390832370146, 1.2513540983200073, , , 
1689838393238524457, , 460684123, 112274078, 469789
1689838393426658671, 1.2589272260665894, , , 
1689838395827431200, , 460684126, 112274080, 470058
1689838396023429132, 1.2781106233596802, , , 
1689838398433989804, , 460684137, 112274118, 469587
1689838398617783671, 1.2952232360839844, , , 
1689838401018296958, , 460684126, 112274104, 469195
1689838401225261296, 1.2878608703613281, , , 
1689838403620792663, , 460684119, 112274095, 469194
1689838403818577674, 1.302103877067566, , , 
1689838409873211556, nan, , , 
1689838411134388612, 0.018929708749055862, , , 
1689838412395022764, -0.017770083621144295, , , 
1689838413657025717, -0.04487833008170128, , , 
1689838414918629609, -0.057137664407491684, , , 
1689838416178274650, -0.04343108832836151, , , 
1689838417447541928, -0.040554359555244446, , , 
1689838418723451900, -0.048150092363357544, , , 
1689838419975468084, -0.044113170355558395, , , 
1689838420141083787, , 460683915, 112273871, 471027
1689838421278455200, -0.03957974910736084, , , 
1689838421456897899, , 460683925, 112273880, 471264
1689838422597368572, -0.028381388634443283, , , 
1689838422785278008, , 460683944, 112273899, 471498
1689838423947750210, -0.027764126658439636, , , 
1689838424169224221, , 460683954, 112273909, 471629
1689838425297148278, -0.026619192212820053, , , 
1689838425495664008, , 460683963, 112273919, 471685
1689838426656498730, -0.019896475598216057, , , 
1689838426856975705, , 460683979, 112273941, 471766
1689838428004266876, -0.015931688249111176, , , 
1689838428194974374, , 460683999, 112273961, 471787
1689838429356113739, -0.013418867252767086, , , 
1689838429565418471, , 460684014, 112273978, 471854
1689838430705377648, -0.03072643093764782, , , 
1689838430893034938, , 460684025, 112273989, 471904
1689838432128335742, -0.04551053047180176, , , 
1689838432315420922, , 460684048, 112274017, 471930
1689838433568844528, 0.16024404764175415, , , 
1689838433745029219, , 460684083, 112274071, 472259
1689838434994081902, 0.22421078383922577, , , 
1689838435181789573, , 460684103, 112274101, 472171
1689838436434360829, 0.01090067159384489, , , 
1689838436610064140, , 460684112, 112274102, 471732
1689838437870160921, -0.05931248143315315, , , 
1689838438045919026, , 460684116, 112274100, 471251
1689838439299800153, -0.05419424921274185, , , 
1689838439479796777, , 460684120, 112274103, 471249
1689838440730514855, 7.761999586364254e-05, , , 
1689838440918094632, , 460684123, 112274103, 471271
1689838442165774504, -0.004142067860811949, , , 
1689838442341601893, , 460684120, 112274098, 471329
1689838443593642025, -0.016003886237740517, , , 
1689838443775817240, , 460684117, 112274092, 471368
1689838445033756592, 0.017463091760873795, , , 
1689838445210155378, , 460684117, 112274087, 471378
1689838446469575498, 0.02918604575097561, , , 
1689838446645892571, , 460684117, 112274084, 471347
1689838447900047048, 0.037112582474946976, , , 
1689838448076125382, , 460684116, 112274077, 471303
1689838449331527351, 0.005603279918432236, , , 
1689838449507006750, , 460684112, 112274070, 471284
1689838450767464109, -0.0123099060729146, , , 
1689838450943842337, , 460684107, 112274060, 471322
1689838452190631034, -0.024369176477193832, , , 
1689838452376868753, , 460684103, 112274051, 471350
1689838453638213900, -0.039939362555742264, , , 
1689838453810122534, , 460684101, 112274044, 471342
1689838455056727642, -0.041072774678468704, , , 
1689838455254301789, , 460684097, 112274036, 471365
1689838456493865943, -0.06748287379741669, , , 
1689838456680117058, , 460684095, 112274031, 471390
1689838457931559618, -0.08336270600557327, , , 
1689838458109937595, , 460684095, 112274027, 471425
1689838459354908438, -0.12754122912883759, , , 
1689838459541742163, , 460684094, 112274027, 471429
1689838460791189895, -0.12989290058612823, , , 
1689838460978097024, , 460684098, 112274028, 471471
1689838462226907782, -0.12208352237939835, , , 
1689838462414535985, , 460684101, 112274028, 471492
1689838463660754170, -0.11786060780286789, , , 
1689838463845212024, , 460684104, 112274029, 471467
1689838465105107781, -0.16164323687553406, , , 
1689838465270990283, , 460684106, 112274026, 471436
1689838466529326756, -0.18506020307540894, , , 
1689838466706112510, , 460684109, 112274024, 471518
1689838467964733725, -0.1771618276834488, , , 
1689838468142664420, , 460684113, 112274020, 471548
1689838469398253581, -0.20141571760177612, , , 
1689838469574617899, , 460684117, 112274020, 471541
1689838470827322705, -0.19816604256629944, , , 
1689838471004108751, , 460684120, 112274019, 471543
1689838472261117267, -0.21369893848896027, , , 
1689838472437597095, , 460684123, 112274020, 471465
1689838473700981608, -0.21422788500785828, , , 
1689838473883401756, , 460684107, 112273985, 472129
1689838475128708879, -0.19412019848823547, , , 
1689838475316381193, , 460684095, 112273958, 472747
1689838476554896424, -0.18526940047740936, , , 
1689838476742529556, , 460684094, 112273954, 472994
1689838477989364047, -0.16705822944641113, , , 
1689838478178349197, , 460684103, 112273969, 472867
1689838479421715632, -0.18285605311393738, , , 
1689838479609081223, , 460684107, 112273980, 472723
1689838480858519282, -0.1645175963640213, , , 
1689838481036209875, , 460684107, 112273987, 472582
1689838482285048146, -0.12709496915340424, , , 
1689838482471740330, , 460684104, 112273988, 472370
1689838483727145510, -0.11108718067407608, , , 
1689838483904441785, , 460684101, 112273986, 472197
1689838485158543338, -0.09726584702730179, , , 
1689838485337665355, , 460684098, 112273986, 472093
1689838486598929007, -0.084915392100811, , , 
1689838486766085040, , 460684097, 112273984, 472005
1689838488026106960, -0.05572058632969856, , , 
1689838488204709042, , 460684098, 112273982, 471921
1689838489460377664, -0.068157859146595, , , 
1689838489646860703, , 460684099, 112273978, 471896
1689838490897151559, -0.04883522540330887, , , 
1689838491063364375, , 460684100, 112273974, 471913
1689838492321293515, -0.03198585659265518, , , 
1689838492508139021, , 460684101, 112273971, 471928
1689838494381346337, -0.02684788592159748, , , 
1689838494462287181, , 460684102, 112273967, 471929
1689838495192063374, -0.01688479445874691, , , 
1689838495371817001, , 460684100, 112273963, 471893
1689838496622761258, -0.010264723561704159, , , 
1689838496810651826, , 460684097, 112273958, 471860
1689838498060297461, -0.01063496619462967, , , 
1689838498239159343, , 460684094, 112273955, 471820
1689838499483575591, -0.042269956320524216, , , 
1689838499669643840, , 460684093, 112273956, 471814
1689838500928874982, -0.04175852611660957, , , 
1689838501101116809, , 460684092, 112273954, 471893
1689838502350748792, -0.023179123178124428, , , 
1689838502536988157, , 460684090, 112273951, 471983
1689838503791490709, -0.03452734649181366, , , 
1689838503967920090, , 460684087, 112273953, 471976
1689838505220450832, -0.054098211228847504, , , 
1689838505396695690, , 460684084, 112273955, 471985
1689838506655339595, -0.03605850040912628, , , 
1689838506831587864, , 460684081, 112273956, 472007
1689838508083613193, -0.02848774939775467, , , 
1689838508272563778, , 460684078, 112273952, 472061
1689838509523705301, -0.04098125174641609, , , 
1689838509699896200, , 460684068, 112273931, 472278
1689838510949186541, -0.026655981317162514, , , 
1689838511125084004, , 460684058, 112273901, 472646
1689838512392224385, -0.020110389217734337, , , 
1689838512568026677, , 460684048, 112273869, 473004
1689838513817170387, -0.0331457294523716, , , 
1689838514004349056, , 460684041, 112273837, 473359
1689838515250790193, -0.018320322036743164, , , 
1689838515437872511, , 460684040, 112273821, 473572
1689838516687486785, 0.017933567985892296, , , 
1689838516863822999, , 460684046, 112273823, 473545
1689838518121286441, 0.03999040648341179, , , 
1689838518298676763, , 460684048, 112273826, 473451
1689838519545893608, 0.02862822450697422, , , 
1689838519734968893, , 460684053, 112273833, 473408
1689838520984449176, 0.06534351408481598, , , 
1689838521171828966, , 460684061, 112273844, 473422
1689838522413896580, 0.08281397819519043, , , 
1689838522600922715, , 460684069, 112273863, 473379
1689838523858000582, 0.07646126300096512, , , 
1689838524023882524, , 460684073, 112273876, 473298
1689838525283097505, 0.09285175055265427, , , 
1689838525470613218, , 460684077, 112273886, 473200
1689838526718334596, 0.11695853620767593, , , 
1689838526894616141, , 460684081, 112273894, 473079
1689838528154117270, 0.13097187876701355, , , 
1689838528332719214, , 460684087, 112273900, 472997
1689838529580730701, 0.13042300939559937, , , 
1689838529756385778, , 460684090, 112273901, 472981
1689838531016666976, 0.1593681424856186, , , 
1689838531203576030, , 460684094, 112273899, 472981
1689838532449066296, 0.1814161092042923, , , 
1689838532624713049, , 460684098, 112273893, 473028
1689838533879434523, 0.2146284580230713, , , 
1689838534067795277, , 460684102, 112273887, 473099
1689838535316660745, 0.23954275250434875, , , 
1689838535504425834, , 460684104, 112273882, 473163
1689838536747026168, 0.22846388816833496, , , 
1689838536934591912, , 460684106, 112273879, 473227
1689838538183733289, 0.260734498500824, , , 
1689838538362385436, , 460684109, 112273873, 473357
1689838539618053833, 0.24294008314609528, , , 
1689838539795110398, , 460684106, 112273871, 473354
1689838541055237526, 0.2442769855260849, , , 
1689838541222276581, , 460684109, 112273869, 473457
1689838542483324392, 0.25819215178489685, , , 
1689838542669948222, , 460684114, 112273869, 473590
1689838543916649129, 0.2843317985534668, , , 
1689838544092692183, , 460684115, 112273869, 473668
1689838545346878673, 0.29950055480003357, , , 
1689838545533805465, , 460684116, 112273870, 473719
1689838546771991108, 0.33338868618011475, , , 
1689838546958356123, , 460684118, 112273873, 473764
1689838548212544394, 0.3787494897842407, , , 
1689838548391011636, , 460684118, 112273879, 473734
1689838549643862491, 0.35347574949264526, , , 
1689838549831903996, , 460684119, 112273884, 473747
1689838551086040076, 0.3833286762237549, , , 
1689838551251948472, , 460684119, 112273887, 473758
1689838552509953986, 0.4207260310649872, , , 
1689838552685859595, , 460684119, 112273890, 473796
1689838553946897118, 0.43331313133239746, , , 
1689838554123714382, , 460684120, 112273894, 473831
1689838555373206999, 0.42549970746040344, , , 
1689838555559842379, , 460684121, 112273898, 473888
1689838556810340166, 0.4478602111339569, , , 
1689838556986920761, , 460684121, 112273901, 473915
1689838558237885743, 0.4492897093296051, , , 
1689838558426480201, , 460684121, 112273902, 473919
1689838559684969171, 0.4543738067150116, , , 
1689838559850700620, , 460684121, 112273903, 473911
1689838561109224652, 0.46318718791007996, , , 
1689838561295869616, , 460684123, 112273906, 473921
1689838562545760927, 0.4623800814151764, , , 
1689838562724822656, , 460684124, 112273910, 473909
1689838563975751367, 0.48712286353111267, , , 
1689838564162771728, , 460684125, 112273912, 473884
1689838565400305901, 0.4857470691204071, , , 
1689838565588395504, , 460684128, 112273919, 473869
1689838566851255622, 0.5162498950958252, , , 
1689838567016437047, , 460684133, 112273927, 473880
1689838568276749223, 0.5362305641174316, , , 
1689838568454420849, , 460684141, 112273938, 473906
1689838569705025584, 0.5522542595863342, , , 
1689838569900134005, , 460684148, 112273946, 473943
1689838571148496446, 0.5761630535125732, , , 
1689838571314032875, , 460684156, 112273951, 474017
1689838572580196610, 0.5977240204811096, , , 
1689838572745893826, , 460684166, 112273953, 474113
1689838574010096125, 0.6331855654716492, , , 
1689838574185778660, , 460684174, 112273952, 474185
1689838575441754818, 0.642962634563446, , , 
1689838575618505915, , 460684180, 112273945, 474243
1689838576874600646, 0.674420177936554, , , 
1689838577050332013, , 460684185, 112273940, 474317
1689838578308390359, 0.687472403049469, , , 
1689838578486142237, , 460684193, 112273935, 474382
1689838579737315239, 0.6921732425689697, , , 
1689838579913133778, , 460684202, 112273930, 474446
1689838581175520867, 0.7078045606613159, , , 
1689838581353851617, , 460684207, 112273926, 474375
1689838582602189771, 0.7251296043395996, , , 
1689838582788820903, , 460684209, 112273925, 474268
1689838584039191447, 0.7343422174453735, , , 
1689838584225534705, , 460684211, 112273926, 474156
1689838585473337018, 0.7529508471488953, , , 
1689838585660135948, , 460684212, 112273929, 474069
1689838586908968138, 0.7786606550216675, , , 
1689838587084782195, , 460684211, 112273933, 473969
1689838588346247791, 0.7867516875267029, , , 
1689838588513746392, , 460684209, 112273941, 473815
1689838589771220880, 0.7912037372589111, , , 
1689838589947452558, , 460684208, 112273948, 473721
1689838591206690339, 0.7851606011390686, , , 
1689838591383004539, , 460684205, 112273958, 473570
1689838592639144508, 0.7901651859283447, , , 
1689838592815997709, , 460684202, 112273968, 473422
1689838594067050312, 0.7976484894752502, , , 
1689838594254144302, , 460684202, 112273983, 473245
1689838595499943878, 0.8010812401771545, , , 
1689838595686631491, , 460684200, 112273994, 473095
1689838596945341266, 0.8224350214004517, , , 
1689838597110942916, , 460684198, 112274001, 472961
1689838598370121921, 0.8439283967018127, , , 
1689838598549344889, , 460684193, 112274008, 472793
1689838599801146718, 0.8509201407432556, , , 
1689838599987197796, , 460684187, 112274009, 472609
1689838601237872876, 0.8437586426734924, , , 
1689838601415713282, , 460684185, 112274012, 472508
1689838602671338427, 0.8545131683349609, , , 
1689838602849762883, , 460684184, 112274017, 472397
1689838604107765236, 0.875450074672699, , , 
1689838604285247828, , 460684184, 112274022, 472232
1689838605544605821, 0.8720812201499939, , , 
1689838605713008334, , 460684183, 112274026, 472127
1689838606972044419, 0.8622615337371826, , , 
1689838607160704079, , 460684176, 112274020, 472060
1689838608395630406, 0.8605404496192932, , , 
1689838608583646618, , 460684174, 112274016, 472050
1689838609838554047, 0.8785794377326965, , , 
1689838610017969481, , 460684167, 112274001, 472106
1689838611269863929, 0.8737478852272034, , , 
1689838611448534989, , 460684165, 112273987, 472149
1689838612708201617, 0.8549625277519226, , , 
1689838612886604262, , 460684159, 112273973, 472117
1689838614139324883, 0.8479698896408081, , , 
1689838614316335420, , 460684151, 112273953, 472180
1689838615562800575, 0.8368695378303528, , , 
1689838615751123835, , 460684147, 112273933, 472358
1689838616999658330, 0.8427884578704834, , , 
1689838617175656180, , 460684145, 112273916, 472519
1689838618435729329, 0.8500697612762451, , , 
1689838618611002479, , 460684143, 112273907, 472590
1689838619858924974, 0.862966001033783, , , 
1689838620045531998, , 460684137, 112273890, 472631
1689838621293987188, 0.8648861646652222, , , 
1689838621480134198, , 460684131, 112273875, 472705
1689838622729401537, 0.840601921081543, , , 
1689838622916965687, , 460684123, 112273859, 472737
1689838624159705896, 0.8389290571212769, , , 
1689838624346498119, , 460684118, 112273843, 472803
1689838625594174947, 0.8115501403808594, , , 
1689838625781450495, , 460684116, 112273838, 472821
1689838627028289379, 0.8169962167739868, , , 
1689838627214585769, , 460684116, 112273838, 472850
1689838628468534784, 0.82363361120224, , , 
1689838628647555852, , 460684116, 112273844, 472834
1689838629899501082, 0.8101231455802917, , , 
1689838630076342720, , 460684118, 112273856, 472787
1689838631326738013, 0.8098146319389343, , , 
1689838631513741134, , 460684119, 112273865, 472705
1689838632761346837, 0.8070170879364014, , , 
1689838632958459823, , 460684116, 112273872, 472542
1689838634202440615, 0.808397114276886, , , 
1689838634379544629, , 460684113, 112273884, 472345
1689838635626125460, 0.8377406597137451, , , 
1689838635814363518, , 460684108, 112273895, 472189
1689838637055897451, 0.8026583194732666, , , 
1689838637242508927, , 460684100, 112273896, 472006
1689838638493116397, 0.7661935687065125, , , 
1689838638677603020, , 460684100, 112273906, 471904
1689838639928872528, 0.7395625710487366, , , 
1689838640105711291, , 460684096, 112273909, 471802
1689838641354157830, 0.7365869879722595, , , 
1689838641540278686, , 460684099, 112273923, 471708
1689838642798436123, 0.7342601418495178, , , 
1689838642984849893, , 460684107, 112273945, 471611
1689838644230684942, 0.7508274912834167, , , 
1689838644407275628, , 460684106, 112273943, 471654
1689838645656970451, 0.7507970333099365, , , 
1689838645844118125, , 460684096, 112273912, 471976
1689838647100864005, 0.7559813857078552, , , 
1689838647276540378, , 460684085, 112273879, 472269
1689838648528186285, 0.7535472512245178, , , 
1689838648713499944, , 460684076, 112273847, 472623
1689838649951276996, 0.7754011750221252, , , 
1689838650138070246, , 460684075, 112273830, 472865
1689838651399207252, 0.7780057787895203, , , 
1689838651575051880, , 460684072, 112273808, 473155
1689838652820775921, 0.7969074249267578, , , 
1689838653008090890, , 460684071, 112273786, 473333
1689838654262258542, 0.8032678961753845, , , 
1689838654441406451, , 460684077, 112273756, 473107
1689838655702308448, 0.7975258827209473, , , 
1689838655868734360, , 460684078, 112273734, 473204
1689838657128141391, 0.822045624256134, , , 
1689838657305486007, , 460684086, 112273737, 473053
1689838658557084099, 0.8415899276733398, , , 
1689838658732550619, , 460684091, 112273739, 472866
1689838659987091534, 0.8262333273887634, , , 
1689838660173532903, , 460684097, 112273737, 472469
1689838661423791775, 0.8249433040618896, , , 
1689838661599960427, , 460684099, 112273737, 472157
1689838662859658380, 0.7995532751083374, , , 
1689838663046574332, , 460684102, 112273737, 471732
1689838664289632645, 0.7702302932739258, , , 
1689838664476367838, , 460684114, 112273741, 470801
1689838665725561400, 0.7479018568992615, , , 
1689838665912172542, , 460684116, 112273744, 470339
1689838667154169737, 0.739235520362854, , , 
1689838667340853132, , 460684123, 112273749, 469738
1689838668582766599, 0.7180125713348389, , , 
1689838668776060633, , 460684139, 112273759, 468941
1689838670024163566, 0.7291365265846252, , , 
1689838670199809437, , 460684155, 112273773, 468169
1689838671461434480, 0.7289117574691772, , , 
1689838671637283840, , 460684160, 112273783, 467886
1689838672885338218, 0.7193024754524231, , , 
1689838673072580485, , 460684170, 112273800, 467460
1689838674324993469, 0.722720742225647, , , 
1689838674501265750, , 460684173, 112273813, 467214
1689838675761328143, 0.7257423996925354, , , 
1689838675937867139, , 460684176, 112273828, 466967
1689838677187863267, 0.7252970337867737, , , 
1689838677374297629, , 460684185, 112273845, 466675
1689838678625122541, 0.7438444495201111, , , 
1689838678808294690, , 460684190, 112273859, 466476
1689838680053314574, 0.7354351878166199, , , 
1689838680241233744, , 460684198, 112273882, 466417
1689838681489297644, 0.7416189908981323, , , 
1689838681667003458, , 460684203, 112273897, 466381
1689838682916926723, 0.7591034770011902, , , 
1689838683103550854, , 460684211, 112273923, 466376
1689838684357176913, 0.7623286843299866, , , 
1689838684534359537, , 460684217, 112273936, 466352
1689838685785635848, 0.7442511916160583, , , 
1689838685972383533, , 460684214, 112273938, 466229
1689838687221482336, 0.7493630051612854, , , 
1689838687397629861, , 460684208, 112273929, 466132
1689838688647384845, 0.7646799087524414, , , 
1689838688834264888, , 460684202, 112273925, 466085
1689838690083609062, 0.775017499923706, , , 
1689838690270515992, , 460684198, 112273924, 466051
1689838691520643585, 0.7675985097885132, , , 
1689838691707903112, , 460684198, 112273926, 466076
1689838692954278975, 0.7548382878303528, , , 
1689838693141825585, , 460684200, 112273930, 466093
1689838694390541111, 0.7449793219566345, , , 
1689838694566226403, , 460684205, 112273932, 466077
1689838695814346225, 0.7267858386039734, , , 
1689838696000636178, , 460684208, 112273933, 466074
1689838697250862858, 0.6887443661689758, , , 
1689838697426528897, , 460684212, 112273938, 466101
1689838698692865706, 0.6690858602523804, , , 
1689838698869869930, , 460684216, 112273944, 466059
1689838700130215563, 0.6304623484611511, , , 
1689838700295741215, , 460684221, 112273949, 466027
1689838701557338524, 0.6023349761962891, , , 
1689838701736697989, , 460684226, 112273953, 466005
1689838702988417854, 0.5579245090484619, , , 
1689838703168081902, , 460684231, 112273955, 465923
1689838704414539626, 0.5219330787658691, , , 
1689838704603710149, , 460684239, 112273959, 465819
1689838705855868806, 0.49543899297714233, , , 
1689838706023852101, , 460684247, 112273965, 465676
1689838707284520864, 0.45610514283180237, , , 
1689838707455561503, , 460684253, 112273968, 465567
1689838708720570520, 0.42279741168022156, , , 
1689838708898775118, , 460684258, 112273969, 465476
1689838710157481974, 0.41058051586151123, , , 
1689838710334725107, , 460684257, 112273959, 465372
1689838711585674542, 0.37057316303253174, , , 
1689838711763553282, , 460684254, 112273953, 465276
1689838713020793835, 0.3341852128505707, , , 
1689838713199351987, , 460684246, 112273945, 465201
1689838714451492782, 0.3108132481575012, , , 
1689838714628452144, , 460684233, 112273935, 465242
1689838715878121827, 0.2815599739551544, , , 
1689838716064845523, , 460684224, 112273928, 465215
1689838717313647531, 0.23982840776443481, , , 
1689838717500769086, , 460684217, 112273923, 465168
1689838718744868761, 0.19823326170444489, , , 
1689838718931630438, , 460684210, 112273921, 465100
1689838720190190465, 0.1494017243385315, , , 
1689838720356194737, , 460684206, 112273922, 465089
1689838721623186169, 0.14461374282836914, , , 
1689838721789230965, , 460684206, 112273926, 465110
1689838723048810474, 0.14968253672122955, , , 
1689838723227131496, , 460684206, 112273933, 465128
1689838724479427780, 0.09035883098840714, , , 
1689838724666085480, , 460684205, 112273937, 465123
1689838725917422625, 0.031400393694639206, , , 
1689838726094732184, , 460684204, 112273939, 465141
1689838727349799971, -0.024437950924038887, , , 
1689838727527052977, , 460684198, 112273934, 465095
1689838728779234088, -0.056840717792510986, , , 
1689838728966307209, , 460684193, 112273927, 465069
1689838730213044139, -0.10350214689970016, , , 
1689838730399857591, , 460684188, 112273917, 465057
1689838731639918921, -0.14264102280139923, , , 
1689838731827880357, , 460684182, 112273909, 465056
1689838733076131952, -0.1804850995540619, , , 
1689838733264757748, , 460684179, 112273901, 465073
1689838734517551879, -0.22891616821289062, , , 
1689838734706978379, , 460684174, 112273893, 465084
1689838735944912466, -0.28192612528800964, , , 
1689838736131624072, , 460684170, 112273884, 465095
1689838737383505302, -0.33047208189964294, , , 
1689838737561537177, , 460684164, 112273873, 465031
1689838738813999935, -0.37830373644828796, , , 
1689838738990411248, , 460684158, 112273863, 465006
1689838740239437404, -0.42330148816108704, , , 
1689838740415679928, , 460684153, 112273854, 464951
1689838741679339552, -0.4876505434513092, , , 
1689838741856316220, , 460684149, 112273843, 464914
1689838743106723187, -0.5358367562294006, , , 
1689838743296136914, , 460684143, 112273834, 464848
1689838744546767611, -0.5943706035614014, , , 
1689838744726031292, , 460684135, 112273806, 464904
1689838745977198986, -0.6360032558441162, , , 
1689838746166505438, , 460684128, 112273772, 465004
1689838747415175972, -0.6877442598342896, , , 
1689838747591581018, , 460684120, 112273739, 465125
1689838748846770625, -0.7738341093063354, , , 
1689838749027761448, , 460684114, 112273702, 465307
1689838750273198165, -0.8399695754051208, , , 
1689838750460386428, , 460684106, 112273664, 465522
1689838751711301630, -0.8702861666679382, , , 
1689838751886778756, , 460684098, 112273632, 465639
1689838753143725914, -0.839384138584137, , , 
1689838753319741466, , 460684093, 112273609, 465694
1689838754573825066, -0.8530822992324829, , , 
1689838754760503467, , 460684086, 112273580, 465727
1689838756007456629, -0.8689098358154297, , , 
1689838756194399924, , 460684079, 112273555, 465712
1689838757444813470, -0.8869298696517944, , , 
1689838757624079804, , 460684073, 112273538, 465613
1689838758876198895, -0.9057643413543701, , , 
1689838759056019224, , 460684074, 112273543, 465408
1689838760316683777, -0.9107270240783691, , , 
1689838760484991295, , 460684078, 112273561, 465148
1689838761746176851, -0.8946670889854431, , , 
1689838761922284250, , 460684080, 112273575, 464909
1689838763177326103, -0.8861094117164612, , , 
1689838763355155166, , 460684084, 112273597, 464631
1689838764604671678, -0.9143337607383728, , , 
1689838764791495006, , 460684088, 112273614, 464285
1689838766041096755, -0.9109950065612793, , , 
1689838766216807726, , 460684092, 112273628, 463892
1689838767473855339, -0.9137666821479797, , , 
1689838767649375747, , 460684096, 112273641, 463489
1689838768901375238, -0.9179329872131348, , , 
1689838769091808765, , 460684103, 112273654, 463228
1689838770338096724, -0.9013320803642273, , , 
1689838770514661688, , 460684100, 112273655, 463088
1689838771764470905, -0.9057098031044006, , , 
1689838771950475901, , 460684106, 112273673, 462980
1689838773206865334, -0.9467450380325317, , , 
1689838773383480619, , 460684121, 112273690, 463052
1689838774639522126, -1.0003702640533447, , , 
1689838774817359506, , 460684128, 112273698, 463148
1689838776072388892, -1.0580397844314575, , , 
1689838776249109286, , 460684135, 112273702, 463251
1689838777498132460, -1.1283609867095947, , , 
1689838777685113847, , 460684142, 112273709, 463357
1689838778939968822, -1.1957943439483643, , , 
1689838779114204259, , 460684147, 112273714, 463461
1689838780374072475, -1.2670164108276367, , , 
1689838780550341073, , 460684151, 112273716, 463543
1689838781799702189, -1.3399338722229004, , , 
1689838781985796380, , 460684154, 112273717, 463607
1689838783243685871, -1.4111417531967163, , , 
1689838783410906049, , 460684159, 112273722, 463753
1689838784671626509, -1.499748706817627, , , 
1689838784847806061, , 460684166, 112273730, 463988
1689838786106837703, -1.5814958810806274, , , 
1689838786283451463, , 460684171, 112273737, 464108
1689838787540271755, -1.6453417539596558, , , 
1689838787717171446, , 460684177, 112273745, 464316
1689838788971120720, -1.6973164081573486, , , 
1689838789148983193, , 460684185, 112273753, 464570
1689838790402768545, -1.7524735927581787, , , 
1689838790578942748, , 460684187, 112273754, 464683
1689838791839356851, -1.8112568855285645, , , 
1689838792015210495, , 460684190, 112273759, 464740
1689838793271303581, -1.8844484090805054, , , 
1689838793448473747, , 460684192, 112273762, 464710
1689838794707345719, -1.9561117887496948, , , 
1689838794883562380, , 460684190, 112273771, 464593
1689838796132969504, -2.0399017333984375, , , 
1689838796319232274, , 460684186, 112273774, 464546
1689838797567862629, -2.099156618118286, , , 
1689838797744389599, , 460684186, 112273777, 464538
1689838798996282207, -2.1661574840545654, , , 
1689838799182562068, , 460684190, 112273788, 464523
